Fuel Type Code,Station Name,Street Address,City,State,Latitude,Longitude,Open Date
ELEC,EV STATION 1 EV STATION 1,US-45,Des Plaines,IL,42.041176,-87.887799,2015-03-03
ELEC,HY VEE BLMGTON SOUTH,1403 N Veterans Pkwy,Bloomington,IL,40.497299,-88.950601,2015-03-06
ELEC,SW IL COLLEGE SWGCC,4950 Maryville Rd,Granite City,IL,38.750344,-90.10092,2015-03-21
ELEC,"EVANSTON, IL SHERMAN PLAZA 2",821 Davis St,Evanston,IL,42.047287,-87.683069,2015-04-15
ELEC,Western Illinois University - Spencer Recreation Center,1 University Cir,Macomb,IL,40.470868,-90.683902,2015-04-16
Ethanol Fuel,Citgo - Harrisburg,614 S Commercial St,Harrisburg,IL,37.72916,-88.535957,2015-05-05
Ethanol Fuel,BP,9051 N Route 45,Manteno,IL,41.250807,-87.876767,2015-05-05
Ethanol Fuel,Roc One Stop - Russell Oil,1100 N Highway 45,Eldorado,IL,37.807889,-88.438652,2015-03-15
Ethanol Fuel,Shell,2494 Oakton St,Evanston,IL,42.025903,-87.70835,2015-05-15
ELEC,EV PILOT 3010 GRAND,3010 Grand Ave,Waukegan,IL,42.37262,-87.875585,2015-05-22
Ethanol Fuel,Thorntons #360,906 N Main St,Bloomington,IL,40.487435,-88.994472,2015-05-15
Ethanol Fuel,Route 66 Food N' Fuel,2560 N Cedar Rd,New Lenox,IL,41.54953,-87.966581,2015-05-15
Ethanol Fuel,Route 66 Food N' Fuel,2401 S Chicago St,Joliet,IL,41.480232,-88.080591,2015-05-15
Ethanol Fuel,Meijer Gas #192,2011 N Perryville Rd,Rockford,IL,42.284271,-88.98001,2015-04-23
Ethanol Fuel,Meijer Gas #281,1774 W Lane Rd,Machesney Park,IL,42.36656930795711,-89.010580279068,2015-04-23
Ethanol Fuel,Shell,9459 S Roberts Rd,Hickory Hills,IL,41.718962,-87.817495,2015-06-15
Compressed Natural Gas,GAIN Clean Fuel - Edwardsville,4120 Lakeview Corporate Dr,Edwardsville,IL,38.797138,-90.076424,2015-06-15
ELEC,North Central College - Old Main,30 N Brainard St,Naperville,IL,41.7704,-88.146,2013-01-01
ELEC,North Central College - Residence Hall and Recreation Center,440 S Brainard St,Naperville,IL,41.770158,-88.144216,2014-01-01
ELEC,Walgreens,375 E Dundee Rd,Palatine,IL,42.138919,-88.034712,2015-04-01
Ethanol Fuel,Circle K,1901 W Jefferson St,Springfield,IL,39.810122,-89.68764,2015-06-15
ELEC,DELNOR HOSPITAL DOCTOR'S LOT,300 Delnor Dr,Geneva,IL,41.887467,-88.342638,2015-07-02
ELEC,Argonne National Laboratory,9700 S. Cass Avenue,Lemont,IL,41.71298,-87.960781,2015-06-30
Ethanol Fuel,Speedway #7439,1712 W Ogden Ave,Naperville,IL,41.764446,-88.185865,2015-07-30
ELEC,DISTRICT 214 JHHS 1,1900 E Thomas St,Arlington Heights,IL,42.103029,-87.959151,2015-08-23
ELEC,DISTRICT 214 PHS 1,801 W Kensington Rd,Mount Prospect,IL,42.079464,-87.949087,2015-08-25
ELEC,DISTRICT 214 EGHS 1,500 W Elk Grove Blvd,Elk Grove Village,IL,42.01231,-87.997572,2015-08-25
ELEC,DISTRICT 214 WHS 1,900 S Elmhurst Rd,Wheeling,IL,42.126875,-87.937432,2015-08-25
ELEC,DISTRICT 214 RMHS 1,2901 Central Rd,Rolling Meadows,IL,42.065841,-88.016289,2015-08-26
Ethanol Fuel,Speedway #2120,1830 US Highway 30,Oswego,IL,41.7151,-88.287695,2015-09-15
Ethanol Fuel,Crest Hill Marathon,1800 Plainfield Rd,Crest Hill,IL,41.553996,-88.123748,2015-09-15
Compressed Natural Gas,Trillium,7940 Joliet Rd,McCook,IL,41.805516,-87.818549,2015-12-22
ELEC,Zeigler Nissan,18850 W Grand Ave,Lake Villa,IL,42.386748,-88.000335,2011-08-29
ELEC,Zeigler Nissan,18850 W Grand Ave,Lake Villa,IL,42.386748,-88.000335,2011-08-29
ELEC,HIS HIS 1,604 N Washington St,Naperville,IL,41.782164,-88.147037,2015-10-23
ELEC,ILLINI CHARGING E14 NORTH END,77-91 Co Rd 1500 N 1st street,Champaign,IL,40.097783,-88.239972,2015-10-23
ELEC,ANDERSON BMW STATION SA01,360 S Illinois Rte 31,Crystal Lake,IL,42.251293,-88.287511,2015-10-28
Liquified Petroleum Gas,U-Haul,1032 Adlai Stevenson Dr,Springfield,IL,39.757235,-89.640783,2015-11-02
Liquified Petroleum Gas,U-Haul,11238 Route 59,Naperville,IL,41.677604,-88.207274,2015-11-02
Liquified Petroleum Gas,U-Haul,1235 E Dundee Rd,Palatine,IL,42.13867,-88.014532,2015-11-02
Liquified Petroleum Gas,U-Haul,1282 N Lake St,Aurora,IL,41.785023,-88.320105,2015-11-02
Liquified Petroleum Gas,U-Haul,2210 Western Ave,Park Forest,IL,41.497916,-87.674801,2015-11-02
Liquified Petroleum Gas,U-Haul,3650 N Meadowbrook Rd,Peoria,IL,40.731168,-89.615106,2015-11-02
Liquified Petroleum Gas,U-Haul,4055 N Broadway St,Chicago,IL,41.955969,-87.651256,2015-11-02
Liquified Petroleum Gas,U-Haul,415 N Illinois Ave,Carbondale,IL,37.732537,-89.217617,2015-11-02
Liquified Petroleum Gas,U-Haul,4504 Northwest Hwy,Crystal Lake,IL,42.227399,-88.286145,2015-11-02
Liquified Petroleum Gas,U-Haul,4705 W 47th St,Chicago,IL,41.80742,-87.7411,2015-11-02
Liquified Petroleum Gas,U-Haul,553 W Saint Louis Ave,East Alton,IL,38.881907,-90.117427,2015-11-02
Liquified Petroleum Gas,U-Haul,6320 Forest Hills Rd,Loves Park,IL,42.314748,-89.03631,2015-11-02
Liquified Petroleum Gas,U-Haul,9009 Waukegan Rd,Morton Grove,IL,42.044512,-87.798541,2015-11-02
ELEC,NAVY PIER WEST GARAGE 01,600 E Grand Ave,Chicago,IL,41.891981,-87.609598,2015-11-04
ELEC,ADVOCATE CHRIST MED CENT,9439 S Kostner Ave,Oak Lawn,IL,41.721631,-87.731365,2015-11-11
ELEC,"EVANSTON, IL CIVIC CENTER SO",2100 Ridge Ave,Evanston,IL,42.056743,-87.687372,2015-12-01
ELEC,ILLINI CHARGING NORTH CAMPUS B4,1201 W University Ave,Urbana,IL,40.11572,-88.224484,2016-01-07
ELEC,IRVINE  CO  OFC 71SW B1 63-64,71 S Wacker Dr,Chicago,IL,41.880947,-87.636038,2016-01-09
ELEC,OMPE ONE MUSEUM PARK,1201 S Prairie Ave,Chicago,IL,41.866571,-87.621756,2016-01-09
Ethanol Fuel,BP - Arlington Heights,2250 S Arlington Heights Rd,Arlington Heights,IL,42.044697,-87.983421,2016-01-15
Ethanol Fuel,Gas N Wash,1700 W Jefferson St,Springfield,IL,39.807166,-89.681781,2016-01-15
Ethanol Fuel,Route 66 Food N' Fuel,174 W Court St,Kankakee,IL,41.120396,-87.867185,2016-01-15
Ethanol Fuel,Food N Fuel,19420 S Harlem Ave,Frankfort,IL,41.536997,-87.791514,2016-01-15
ELEC,Monmouth College,700 E Broadway,Monmouth,IL,40.9127485,-90.6387947,2016-01-25
ELEC,Oakbrook Terrace Tower,1 Tower Ln,Oakbrook Terrace,IL,41.8579232,-87.9546118,2016-01-25
ELEC,One Lincoln Center,1 Lincoln Ave,Oakbrook Terrace,IL,41.8461955,-87.98491,2016-01-25
Ethanol Fuel,Thorntons #313,11 N Route 12,Fox Lake,IL,42.39739446210545,-88.18320983201602,2016-01-15
Ethanol Fuel,Roc One Stop - Russell Oil,200 E Main St,Galatia,IL,37.840937,-88.609299,2016-01-15
Ethanol Fuel,TriCounty FS Service Station,1000 S June St,Jerseyville,IL,39.10930910489981,-90.31109091534428,2016-01-15
Ethanol Fuel,Shell - Lake in the Hills,4231 W Algonquin,Lake in the Hills,IL,42.169315,-88.29762,2016-01-15
Ethanol Fuel,Beck's #23,359 3rd St,LaSalle,IL,41.330169,-89.100367,2016-01-15
Ethanol Fuel,Roc One Stop - Russell Oil,100 E Randolph St,McLeansboro,IL,38.089832,-88.536104,2016-01-15
Ethanol Fuel,Shell,2501 Meacham Rd,Schaumburg,IL,42.068676,-88.043382,2016-01-15
Ethanol Fuel,Shell,4578 N River Rd,Schiller Park,IL,41.961896,-87.861416,2016-01-15
Ethanol Fuel,Jiffi Stop #20,3062 Stevenson Dr,Springfield,IL,39.758199,-89.609061,2016-01-15
ELEC,ComEd,1040 N Janes Ave,Bolingbrook,IL,41.729566,-88.039992,2012-12-31
ELEC,ComEd,730 N Janes Ave,Bolingbrook,IL,41.719948,-88.038569,2015-11-25
ELEC,ComEd,8301 N Janes Ave,Bolingbrook,IL,41.729880405750826,-88.03909058944093,2015-11-25
ELEC,ComEd,1353 W 35th St,Chicago,IL,41.830491,-87.659405,2015-12-24
ELEC,ComEd,216 N Ogden Ave,Chicago,IL,41.886062,-87.662697,2015-01-14
ELEC,ComEd,3498 S Pulaski Rd,Chicago,IL,41.828878,-87.724223,2015-01-12
ELEC,ComEd,3899 S Iron St,Chicago,IL,41.823239,-87.659905,2015-12-24
ELEC,ComEd,375 2nd St,Elgin,IL,42.023829,-88.320627,2013-11-04
ELEC,ComEd,1785 Old Skokie Rd,Highland Park,IL,42.18509,-87.82303,2015-01-12
ELEC,ComEd,1948 S Briggs St,Joliet,IL,41.491716,-88.038121,2013-01-02
ELEC,ComEd,1500 Franklin Blvd,Libertyville,IL,42.3025,-88.007327,2016-01-05
ELEC,ComEd,1319 S 1st Ave,Maywood,IL,41.875914,-87.833864,2012-11-14
ELEC,ComEd,901 S 9th Ave,Maywood,IL,41.879329,-87.84316,2016-01-04
ELEC,ComEd,1919 Swift Dr,Oak Brook,IL,41.851865,-87.920873,2013-01-02
ELEC,ComEd,2 Lincoln Center,Oakbrook Terrace,IL,41.845827,-87.985467,2013-11-12
ELEC,ComEd,3 Lincoln Center,Oakbrook Terrace,IL,41.848091,-87.984016,2013-11-12
ELEC,ComEd,25000 S Governors Hwy,University Park,IL,41.433975,-87.737242,2012-12-31
ELEC,ComEd,25052 Illinois 50,University Park,IL,41.432992,-87.737767,2013-10-30
ELEC,ComEd,1919 Swift Dr,Oak Brook,IL,41.851865,-87.920873,2013-11-15
ELEC,ComEd,1500 Franklin Blvd,Libertyville,IL,42.3025,-88.007327,2013-01-04
ELEC,ComEd,1948 S Briggs St,Joliet,IL,41.491716,-88.038121,2013-01-02
ELEC,ComEd,1700 Spencer Rd,Joliet,IL,41.496209,-88.036964,2015-01-12
ELEC,ComEd,730 N Janes Ave,Bolingbrook,IL,41.719948,-88.038569,2015-11-25
Ethanol Fuel,Speedway #4333,2110 Orchard Rd,Montgomery,IL,41.717821,-88.374536,2016-02-15
Ethanol Fuel,Speedway #5340,900 Brookforest Ave,Shorewood,IL,41.536669,-88.200099,2016-02-15
Ethanol Fuel,Speedway #5370,631 N Route 59,Naperville,IL,41.782975,-88.205743,2016-02-15
Ethanol Fuel,Speedway #7410,19301 S Halsted St,Glenwood,IL,41.539009,-87.63587,2016-02-15
Ethanol Fuel,Speedway #8329,5550 W 79th St,Burbank,IL,41.749109,-87.760111,2016-02-15
Ethanol Fuel,Speedway #8480,15919 Lincoln Hwy,Plainfield,IL,41.593295,-88.186713,2016-02-15
Ethanol Fuel,Meijer Gas #289,725 E Rollins Rd,Round Lake Beach,IL,42.379105,-88.065186,2016-05-26
Ethanol Fuel,Meijer Gas #280,3740 Vollmer Rd,Flossmoor,IL,41.528024,-87.705588,2016-12-15
Ethanol Fuel,Thorntons #314,601 Route 83,Bensenville,IL,41.972486,-87.957955,2014-09-19
Ethanol Fuel,Thorntons #316,2095 E Algonquin Rd,Algonquin,IL,42.155144,-88.265034,2015-09-25
ELEC,71086 900910,900 N Lake Shore Dr,Chicago,IL,41.899474,-87.619448,2016-03-04
Compressed Natural Gas,Waste Management - Batavia,1660 Hubbard Ave,Batavia,IL,41.859053,-88.272254,2016-03-11
ELEC,1KFULTON 1KFULTON,1000 W Fulton Market,Chicago,IL,41.886859,-87.6525,2016-03-25
ELEC,Nicholas Conservatory and Gardens,1354 N 2nd St,Rockford,IL,42.283521,-89.06841,2012-10-01
ELEC,Swedish American Hospital,1418 E State St,Rockford,IL,42.266938,-89.07255,2012-10-01
ELEC,JIDD MOTORS SERVICE,855 Rand Rd,Des Plaines,IL,42.056564,-87.903563,2016-03-30
ELEC,CHAMPAIGN BMW STATION SA01,100 Burwash Ave,Savoy,IL,40.074725,-88.249264,2016-04-08
Liquified Natural Gas,United Parcel Service,1 UPS Way,Hodgkins,IL,41.749426,-87.880555,2016-04-12
Compressed Natural Gas,Pace Bus - South Division,2101 W 163rd Pl,Markham,IL,41.592337,-87.668012,2016-04-01
ELEC,HY VEE SPRGFLD IL WEST,2115 S MacArthur Blvd,Springfield,IL,39.775297,-89.669018,2016-06-15
ELEC,PRUDENTIALPLAZA STATION 01,130 E Randolph St,Chicago,IL,41.88536,-87.623191,2016-06-24
Compressed Natural Gas,Clean Energy - Homewood Disposal,1501 W 175th St,Homewood,IL,41.571315,-87.653619,2016-08-11
ELEC,Veterans Administration - Illiana Health Care System,1900 E Main St,Danville,IL,40.131991,-87.59227,2016-08-15
ELEC,Veterans Administration - North Chicago,3001 Greenbay Rd N,North Chicago,IL,42.308183,-87.862407,2016-08-15
ELEC,BOLINGBROOK STATION#1,420 Remington Blvd,Bolingbrook,IL,41.682163,-88.084096,2016-08-20
ELEC,PARK FOREST EVS PARK FOREST EVS,367 artists walk,Park Forest,IL,41.482352,-87.679954,2016-08-24
ELEC,RPS ROGERS PARK SOL,7331 N Sheridan Rd,Chicago,IL,42.014848,-87.664015,2016-09-15
ELEC,540 W. MADISON LL1-4,13 N Jefferson St,Chicago,IL,41.882368,-87.642179,2016-09-17
ELEC,- NIU,175 Normal Rd,DeKalb,IL,41.932405,-88.766603,2016-09-17
Ethanol Fuel,Hy-Vee - Galesburg #1,1925 N Henderson St,Galesburg,IL,40.971199,-90.382949,2016-09-15
ELEC,Waterway,2300 Waukegan Rd,Northbrook,IL,42.11014,-87.802433,2015-10-01
ELEC,SM PROPERTIES SCHNUCK PEORIA,North Centerway Drive,Peoria,IL,40.814685,-89.614686,2016-11-05
ELEC,EDENS OUTSIDE,630 Dundee Rd,Northbrook,IL,42.139011,-87.797141,2016-11-08
ELEC,ZURICH STATION 3,1299 Zurich Way,Schaumburg,IL,42.062743,-88.047782,2016-11-18
ELEC,HOLIDAY INN & S HI ROSEMONT,10233 W Higgins Rd,Rosemont,IL,41.996814,-87.881889,2016-12-01
Ethanol Fuel,Speedway #6207,1495 E Wilson St,Batavia,IL,41.854662,-88.27774,2016-12-15
Ethanol Fuel,Speedway #7412,1110-1120 W Irving Park Rd,Bensenville,IL,41.960144,-87.957416,2016-12-15
Ethanol Fuel,Speedway #6809,2139 N Manheim Rd,Northlake,IL,41.916058,-87.883544,2016-12-15
ELEC,ONE SOUTH WACKE OSW STATION #1,1 S Wacker Dr,Chicago,IL,41.881597,-87.636514,2016-12-17
ELEC,OAK PARK 1 LAKE FOREST 2,170 Forest Ave,Oak Park,IL,41.889278,-87.7996,2017-02-17
ELEC,HIS HIS 2,604 E 6th St,Naperville,IL,41.782152,-88.146842,2017-02-17
ELEC,LIBERTYVILLE W CHURCH,123 W Church St,Libertyville,IL,42.286146,-87.95561,2017-02-24
Ethanol Fuel,Thorntons #112,14805 S Cicero Ave,Oak Forest,IL,41.622785,-87.736747,2017-02-15
Ethanol Fuel,Thorntons #114,180 E Rollins Rd,Round Lake Beach,IL,42.379234,-88.078285,2017-02-15
Ethanol Fuel,Thorntons #2,2 N Barrington Rd,Streamwood,IL,42.032365,-88.145201,2017-02-15
Ethanol Fuel,Thorntons #3,7600 W 159th St,Orland Park,IL,41.602566,-87.804313,2017-02-15
Ethanol Fuel,Thorntons #301,5900 S Harlem Ave,Summit,IL,41.7842,-87.801748,2017-02-15
Ethanol Fuel,Thorntons #302,2798 W Jefferson St,Joliet,IL,41.521634,-88.149535,2017-02-15
Ethanol Fuel,Thorntons #306,100 E Dundee Ave,East Dundee,IL,42.104059,-88.257034,2017-02-15
Ethanol Fuel,Thorntons #317,2330 127th St,Blue Island,IL,41.6627,-87.679026,2017-02-15
Ethanol Fuel,Thorntons #319,24144 W Eames St,Channahon,IL,41.452364,-88.201204,2017-02-15
Ethanol Fuel,Thorntons #320,476 N York Rd,Elmhurst,IL,41.912437,-87.940365,2017-02-15
Ethanol Fuel,Thorntons #321,3233 Grand Ave,Waukegan,IL,42.370022,-87.880029,2017-02-15
Ethanol Fuel,Thorntons #9,800 W Lake St,Addison,IL,41.941426,-88.009461,2017-02-15
ELEC,WENDYS #10420 PULASKI,4100 S Pulaski Rd,Chicago,IL,41.818127,-87.724593,2017-04-20
ELEC,ELECTRONIC THE BERNADIN,750 N Wabash Ave,Chicago,IL,41.896407,-87.626875,2017-05-17
Ethanol Fuel,Thorntons #117,900 N La Fox St,South Elgin,IL,42.003747,-88.297086,2017-05-15
ELEC,OREGON1 OREGON1,510 west Washington street,Oregon,IL,42.014806,-89.334867,2017-05-23
Ethanol Fuel,BP,700 E US 45,Mundelein,IL,42.236816,-87.993575,2017-05-31
ELEC,KANE COUNTY HEALTH DEPT,1240 N Highland Ave,Aurora,IL,41.784525,-88.329587,2017-06-08
ELEC,ESB LAW FIRM  ESB LAW STATION,440 Central Ave,Highland Park,IL,42.186114,-87.796535,2017-06-09
ELEC,JT JR COLLEGE ROMEO,1125 W 135th St,Romeoville,IL,41.637539,-88.116023,2017-06-21
ELEC,OAKTON COLLEGE1 LEE CENTER,Oakton Community College 1600 E. Golf Road,Des Plaines,IL,42.063975,-87.878192,2017-06-27
Ethanol Fuel,Speedway #5036,110 Arrowhead Dr,Hampshire,IL,42.147899,-88.509072,2017-06-15
Ethanol Fuel,Speedway #3995,2091 Crystal Pkwy,Belvidere,IL,42.238272,-88.831889,2017-06-15
ELEC,CLC LOT 7 SCIENCE BUILDNG,"Rotunda Way, N of Brae Loch Rd Parking Lot 7",Grayslake,IL,42.353034,-88.011124,2017-07-11
ELEC,OPTIMA OPTIMA 4,220 E Illinois St,Chicago,IL,41.891107,-87.62139,2017-07-22
ELEC,MOMENT MOMENT 1,545 N McClurg Ct,Chicago,IL,41.892047,-87.617241,2017-07-28
Ethanol Fuel,Thorntons #318,1330 S Neltnor Blvd,West Chicago,IL,41.863524,-88.194865,2017-07-15
ELEC,PARKING GARAGE GARAGE LEVEL 1,118 N Jefferson St,Chicago,IL,41.883868,-87.642736,2017-08-02
Biodiesel,Effingham Fast Stop General Store,410 S Willow St,Effingham,IL,39.117958,-88.537445,2017-08-15
ELEC,PECK FARM EV STATION 01,4038 Kaneville Rd,Geneva,IL,41.869504,-88.362638,2017-09-14
ELEC,OAK PARK 1 AVENUE GARAGE 4,754 North Blvd,Oak Park,IL,41.887398,-87.793774,2017-09-15
ELEC,OAK PARK 1 HOLLY COURT 3B,1149 Holly Ct,Oak Park,IL,41.889409,-87.804235,2017-09-16
ELEC,RICKY ROCKETS RR EV 01,4826-4884 147th St,Midlothian,IL,41.625623,-87.73802,2017-10-13
Compressed Natural Gas,Ameren Illinois,2600 N Center St,Maryville,IL,38.730035,-89.954063,2017-10-03
Ethanol Fuel,Speedway #3994,1501 W Roosevelt Rd,West Chicago,IL,41.877721,-88.235499,2017-10-15
Ethanol Fuel,Marathon - South Holland,1144 E 162nd St,South Holland,IL,41.601134,-87.588957,2017-11-15
ELEC,ComEd,375 2nd St,Elgin,IL,42.023829,-88.320627,2017-01-18
ELEC,ComEd,3500 N California Ave,Chicago,IL,41.94629288,-87.69982,2012-11-06
ELEC,ComEd,7601 S Lawndale Ave,Chicago,IL,41.75497055,-87.71321,2013-01-02
ELEC,ComEd,1423 Swift Rd,Lombard,IL,41.9550975,-88.04169069999999,2011-10-07
ELEC,ComEd,123 Energy Ave,Rockford,IL,42.234866,-89.096871,2011-10-03
ELEC,ComEd,3400 S Pulaski Rd,Chicago,IL,41.830949,-87.725261,2016-11-22
ELEC,ComEd,12723 Cal Sag Rd,Crestwood,IL,41.661034,-87.751474,2017-01-03
ELEC,KANE COUNTY STATION 1,719 S Batavia Ave,Geneva,IL,41.879214,-88.308461,2017-11-30
Ethanol Fuel,Thorntons #111,12052 S Western Ave,Blue Island,IL,41.674037,-87.680913,2017-12-15
Ethanol Fuel,Thorntons #128,2171 S 8th St,West Dundee,IL,42.087053,-88.28957,2017-12-15
Ethanol Fuel,Thorntons #325,1141 E 162nd St,South Holland,IL,41.600796,-87.588129,2017-12-15
Ethanol Fuel,Thorntons #118,15800 S Route 59,Plainfield,IL,41.595058,-88.20229,2017-12-15
Ethanol Fuel,Thorntons #301,601 S Harlem Ave,Forest Park,IL,41.875666,-87.804942,2017-12-15
ELEC,EVANSTON CAMPUS NORTH GARAGE 4,2311 N. Campus Dr,Evanston,IL,42.059424,-87.674182,2017-12-12
ELEC,THE EMERSON EMERSON EV04,1135 Westgate St,Oak Park,IL,41.887673,-87.803614,2017-12-12
ELEC,EVANSTON CAMPUS SOUTH GARAGE 1,1850 Campus Dr,Evanston,IL,42.050577,-87.673523,2017-12-13
ELEC,Yorktown Mall,203 Yorktown Center,Lombard,IL,41.839493,-88.007167,2017-12-01
ELEC,EVANSTON CAMPUS SOUTH GARAGE 4,1841 Sheridan Rd,Evanston,IL,42.050534,-87.67334,2017-12-15
ELEC,GOVT. CENTER BATAVIA RIVERWA,Batavia Riverwalk,Batavia,IL,41.851905,-88.308909,2017-12-27
Ethanol Fuel,Circle K #1404,1212 N Bowman Ave,Danville,IL,40.145805,-87.612233,2018-01-15
Ethanol Fuel,Murphy USA,1265 Lake Ave,Woodstock,IL,42.296781,-88.424922,2018-02-15
Ethanol Fuel,Speedway #4440,38900 N Green Bay Rd,Beach Park,IL,42.426927,-87.877284,2018-02-15
Ethanol Fuel,Speedway #5004,2700 Algonquin Rd,Lake in the Hills,IL,42.186636,-88.252547,2018-02-15
Ethanol Fuel,Speedway #6210,22055 N Kelsey Rd,Lake Barrington,IL,42.18387,-88.189492,2018-02-15
Ethanol Fuel,Speedway #7350,5499 Grand Ave,Gurnee,IL,42.377985,-87.938771,2018-02-15
Ethanol Fuel,Speedway #7503,1300 W Fayette Ave,Effingham,IL,39.121698,-88.558467,2018-02-15
Ethanol Fuel,Speedway #8799,6800 S Archer Rd,Bedford Park,IL,41.76881976861751,-87.81983897369383,2018-02-15
Ethanol Fuel,Speedway #8851,1775 N Lafox St,South Elgin,IL,42.009464,-88.289827,2018-02-15
Ethanol Fuel,Gas N Wash - Shorewood,1201 W Jefferson St,Shorewood,IL,41.523279,-88.110736,2018-02-15
ELEC,209 ELMHURST ADDISON AVE,135 N Addison Ave,Elmhurst,IL,41.901407,-87.940986,2018-03-07
ELEC,ADVOCATE GARAGE A,4440 95th St,Oak Lawn,IL,41.721922,-87.732853,2018-03-07
ELEC,Whole Foods Market,840 Willow Rd,Northbrook,IL,42.106689,-87.801018,2018-03-07
ELEC,Whole Foods Market,750 N Martingale Rd,Schaumburg,IL,42.04216,-88.03671,2018-03-07
Ethanol Fuel,City of Chicago FS#10,1150 N Branch St,Chicago,IL,41.902344,-87.654691,2019-03-15
Ethanol Fuel,Meijer Gas #301,1010 N Kinzie Ave,Bradley,IL,41.159213,-87.850974,2019-03-15
ELEC,ADP - Elk Grove Village,100 NW Point Rd,Elk Grove Villa,IL,42.034543,-87.977995,2015-10-16
ELEC,Mariano's - Frankfort IL,21001 S LaGrange Rd,Frankfort,IL,41.509059,-87.848268,2015-12-31
ELEC,The RDI Group,1025 W Thorndale Ave,Itasca,IL,41.983917,-88.028338,2012-07-15
ELEC,McDonald's - Highland Park,1988 First Avenue,Highland Park,IL,42.18876,-87.801595,2016-08-12
ELEC,Trump International Hotel & Tower Chicago,401 N Wabash Avenue,Chicago,IL,41.888835,-87.626658,2016-06-10
Biodiesel,Marathon,301 W Main St,Robinson,IL,39.0053,-87.742386,2018-05-15
Biodiesel,Thorntons #115,800 Northwest Hwy,Cary,IL,42.218188,-88.258297,2018-05-15
Ethanol Fuel,Thorntons #119,2265 W Algonquin Rd,Lake in the Hills,IL,42.175191,-88.329977,2018-05-15
Biodiesel,Thorntons #119,2265 W Algonquin Rd,Lake in the Hills,IL,42.175191,-88.329977,2018-05-15
Ethanol Fuel,Thorntons #322,3450 S California Ave,Chicago,IL,41.830608,-87.695109,2018-05-15
ELEC,EV PILOT EV PILOT GARAGE,18 N County St,Waukegan,IL,42.361233,-87.832984,2018-06-01
Biodiesel,Thorntons #126,1532 N Aurora Rd,Naperville,IL,41.77927,-88.185305,2018-05-15
Biodiesel,Thorntons #139,418 S Lincolnway St,North Aurora,IL,41.78946,-88.322353,2018-05-15
Biodiesel,Thorntons #349,1487 N Henderson St,Galesburg,IL,40.965492,-90.382645,2018-05-15
Biodiesel,Thorntons #307,110 W Devon Ave,Wood Dale,IL,41.992697,-87.980521,2018-05-15
Biodiesel,Thorntons #311,27905 W Highway 176,Island Lake,IL,42.26384545793609,-88.17826939154054,2018-05-15
Biodiesel,Thorntons #319,24144 W Eames St,Channahon,IL,41.452364,-88.201204,2018-05-15
ELEC,Berman Nissan - Chicago,3456 N Kedzie Ave,Chicago,IL,41.943587,-87.708212,2018-06-06
ELEC,Berman Nissan - Chicago,3456 N Kedzie Ave,Chicago,IL,41.943587,-87.708212,2018-06-06
ELEC,ESPLANADE I 2001 STATION 01,2001 Butterfield Rd,Downers Grove,IL,41.830267,-88.032935,2018-06-09
ELEC,TRITON TRITON BLDG B,Hemingway Dr,River Grove,IL,41.914531,-87.842204,2018-06-17
ELEC,E CAR 1007 CHURCH,1718 Oak Ave,Evanston,IL,42.049264,-87.687086,2018-07-17
ELEC,WOODMAN'S BG EAST,1550 Deerfield Pkwy,Buffalo Grove,IL,42.168057,-87.922466,2018-07-18
Ethanol Fuel,Mobil - S & J,7601 S State St,Chicago,IL,41.756159,-87.624071,2018-07-15
Liquified Petroleum Gas,Menards,17545 S Halsted St,Homewood,IL,41.571007,-87.633775,2018-08-08
ELEC,ALTA ROOSEVELT SECOND FLOOR,801 S Financial Pl,Chicago,IL,41.871161,-87.632675,2018-08-09
ELEC,HARPER COLLEGE LOT 1,Kris Howard Dr,Palatine,IL,42.07948,-88.074352,2018-08-30
ELEC,Woodman's Markets - Tesla Supercharger,151 Hansen Blvd,North Aurora,IL,41.8029,-88.3702,2018-07-23
ELEC,Meijer - Tesla Supercharger,755 E. Boughton Road,Bolingbrook,IL,41.7222,-88.0374,2017-09-01
ELEC,Meijer - Tesla Supercharger,2401 North Prospect Avenue,Champaign,IL,40.1462,-88.2598,2016-05-01
ELEC,CherryVale Mall - Tesla Supercharger,7200 Harrison Ave,Cherry Valley,IL,42.2439,-88.9789,2013-09-01
ELEC,The Maxwell - Tesla Supercharger,1100 South Canal Street,Chicago,IL,41.8691,-87.64,2018-04-01
ELEC,The Aqua at Lakeshore East - Tesla Supercharger,225 North Columbus Drive,Chicago,IL,41.8865,-87.6197,2018-04-01
ELEC,3030 North Broadway - Tesla Supercharger,3030 North Broadway,Chicago,IL,41.9376,-87.6447,2018-04-01
ELEC,Country Club Plaza - Tesla Supercharger,4201 167th St.,Country Club Hills,IL,41.5852,-87.7211,2015-01-01
ELEC,Jack Flash - Effingham - Tesla Supercharger,1200 N. Keller Drive,Effingham,IL,39.1371,-88.5635,2015-03-01
ELEC,Abt Electronics - Tesla Supercharger,1200 Milwaukee Avenue,Glenview,IL,42.0772,-87.8608,2018-07-23
ELEC,Holiday Inn Mt. Vernon - Tesla Supercharger,222 Potomac Blvd.,Mt. Vernon,IL,38.3163,-88.9559,2016-11-01
ELEC,Hy-Vee - Tesla Supercharger,1651 Midtown Road,Peru,IL,41.3485,-89.1261,2016-06-01
