Fuel Type Code,Station Name,Street Address,City,State,Latitude,Longitude,Open Date
ELEC,Illinois Institute of Technology,3201 S State St,Chicago,IL,41.83545303,-87.62598419,2012-03-16
ELEC,Advocate BroMenn Medical Center,610 W Virginia Ave,Normal,IL,40.49813,-88.991628,2012-05-26
ELEC,Martin Nissan,5240 Golf Rd,Skokie,IL,42.055712,-87.757895,2012-01-31
ELEC,Martin Nissan,5240 Golf Rd,Skokie,IL,42.055712,-87.757895,2012-01-31
ELEC,Nissan of South Holland,16269 Van Dam Rd,South Holland,IL,41.598505,-87.5824,2012-01-31
ELEC,Nissan of South Holland,16269 Van Dam Rd,South Holland,IL,41.598505,-87.5824,2012-01-31
ELEC,Green Nissan,4801 W Wabash Ave,Springfield,IL,39.757002,-89.740821,2012-01-31
ELEC,Green Nissan,4801 W Wabash Ave,Springfield,IL,39.757002,-89.740821,2012-01-31
ELEC,Woodfield Nissan,700 W Higgins Rd,Hoffman Estates,IL,42.050116,-88.097379,2012-01-31
ELEC,Woodfield Nissan,700 W Higgins Rd,Hoffman Estates,IL,42.050116,-88.097379,2012-01-31
ELEC,Thomas Nissan - Joilet,1421 N Larkin Ave,Joliet,IL,41.548858,-88.12682,2012-01-31
ELEC,Thomas Nissan - Joilet,1421 N Larkin Ave,Joliet,IL,41.548858,-88.12682,2012-01-31
ELEC,Liberty Nissan,920 S Milwaukee Ave,Libertyville,IL,42.271355,-87.949478,2012-01-31
ELEC,Liberty Nissan,920 S Milwaukee Ave,Libertyville,IL,42.271355,-87.949478,2012-01-31
ELEC,Anderson Nissan,6555 E State St,Rockford,IL,42.267854,-88.98865,2012-01-31
ELEC,Nissan of Marian,3209 Banterra Dr,Marion,IL,37.74626,-88.985731,2012-01-31
ELEC,Hawkinson Nissan,5513 Miller Cir Dr,Matteson,IL,41.505031,-87.748285,2012-01-31
ELEC,Hawkinson Nissan,5513 Miller Cir Dr,Matteson,IL,41.505031,-87.748285,2012-01-31
ELEC,KC Summers Nissan,2404 Lake Land Blvd,Mattoon,IL,39.459697,-88.376824,2012-01-31
ELEC,KC Summers Nissan,2404 Lake Land Blvd,Mattoon,IL,39.459697,-88.376824,2012-01-31
ELEC,Al Piemonte Nissan,1600 W North Ave,Melrose Park,IL,41.907344,-87.854085,2012-01-31
ELEC,Al Piemonte Nissan,1600 W North Ave,Melrose Park,IL,41.907344,-87.854085,2012-01-31
ELEC,Courtesy Car City,2301 39th Ave,Moline,IL,41.473755,-90.504579,2012-01-31
ELEC,Courtesy Car City,2301 39th Ave,Moline,IL,41.473755,-90.504579,2012-01-31
ELEC,Gerald Nissan,1575 W Ogden Ave,Naperville,IL,41.766972,-88.187306,2012-01-31
ELEC,Gerald Nissan,1575 W Ogden Ave,Naperville,IL,41.766972,-88.187306,2012-01-31
ELEC,Star Nissan,5757 W Touhy Ave,Niles,IL,42.01155,-87.771151,2012-01-31
ELEC,Star Nissan,5757 W Touhy Ave,Niles,IL,42.01155,-87.771151,2012-01-31
ELEC,Kelly Nissan,4300 W 95th St,Oak Lawn,IL,41.720728,-87.728594,2012-01-31
ELEC,Kelly Nissan,4300 W 95th St,Oak Lawn,IL,41.720728,-87.728594,2012-01-31
ELEC,Orland Park Nissan,8550 W 159th St,Orland Park,IL,41.602458,-87.827796,2012-01-31
ELEC,Orland Park Nissan,8550 W 159th St,Orland Park,IL,41.602458,-87.827796,2012-01-31
ELEC,Uftring Nissan,7400 N Allen Rd,Peoria,IL,40.777601,-89.630469,2012-01-31
ELEC,JP Motors,3675 Frontage Rd,Peru,IL,41.352942,-89.124734,2012-01-31
ELEC,JP Motors,3675 Frontage Rd,Peru,IL,41.352942,-89.124734,2012-01-31
ELEC,Autocenters Nissan,1825 E Edwardsville Rd,Wood River,IL,38.857818,-90.067243,2012-01-31
Biodiesel,Village of Downers Grove,5101 Walnut Ave,Downers Grove,IL,41.793467,-88.051732,2001-01-01
Biodiesel,Argonne National Laboratory,9700 S. Cass Avenue,Lemont,IL,41.71298,-87.960781,2012-05-15
ELEC,FRANKLIN PARK METRA LOT 1,3148 Rose St.,Franklin Park,IL,41.936737,-87.866028,2012-05-31
Biodiesel,Sapp Bros Travel Center,3130 May Rd,Peru,IL,41.366352,-89.151102,2005-04-15
ELEC,"WELCOME2 DWIGHT DWIGHT, IL",400-598 W Waupansie St,Dwight,IL,41.096165,-88.438698,2012-05-31
Ethanol Fuel,Lenny's Gas N Wash,8810 W 191 St,Mokena,IL,41.543967,-87.831893,2012-02-16
Compressed Natural Gas,Clean Energy - Peoria Disposal,1113 N Swords Ave,West Peoria,IL,40.70153,-89.642572,2012-03-01
Ethanol Fuel,Road Ranger #207,2001 N State St,Belvidere,IL,42.273625,-88.863324,2011-12-15
Ethanol Fuel,BP - Harvey's Corner,18300 S Cicero Ave,Country Club Hills,IL,41.556425,-87.73397,2011-01-15
Ethanol Fuel,Thorntons #122,2310 York Rd,Elk Grove Village,IL,41.993051,-87.940545,2011-01-15
Ethanol Fuel,Thorntons #139,418 S Lincolnway St,North Aurora,IL,41.78946,-88.322353,2011-08-15
Ethanol Fuel,BP,4111 N Manheim,Schiller Park,IL,41.95369429336844,-87.88553447857362,2010-01-15
ELEC,EARTH FRIENDLY STATION #1,111 S Rohlwing Rd,Addison,IL,41.925053,-88.030975,2012-07-31
ELEC,Vision Care Associates,4933 Benchmark Centre Dr,Swansea,IL,38.571138,-89.96433,2012-09-12
Ethanol Fuel,Thorntons #19,1118 W Touhy Ave,Park Ridge,IL,42.01102,-87.839857,2016-12-15
Ethanol Fuel,Waterloo Fast Stop,409 Route 3,Waterloo,IL,38.331781,-90.159011,2004-01-15
ELEC,Lang's Auto Service,4947 Main St,Downers Grove,IL,41.796821,-88.010142,2012-11-08
ELEC,Prairie Trail School,13600 W Wadsworth Rd,Wadsworth,IL,42.432421,-87.896197,2012-11-27
Ethanol Fuel,Thorntons #40,250 E Roosevelt Rd,Villa Park,IL,41.861016,-87.971098,2012-06-15
Ethanol Fuel,Roc One Stop #13,1201 W Main St,West Frankfort,IL,37.89797,-88.942535,2012-06-06
Compressed Natural Gas,Trillium,550 Southrock Dr,Rockford,IL,42.22456,-89.109935,2012-12-01
ELEC,City of Alton - City Hall,101 E 3rd St,Alton,IL,38.890647,-90.183944,2010-06-01
ELEC,Libertyville Mitsubishi,1119 S Milwaukee Ave,Libertyville,IL,42.26795,-87.950908,2012-12-15
ELEC,JOHN A LOGAN PARKING LOT B,Vicksburg Dr,Carterville,IL,37.75111,-89.089249,2012-12-15
ELEC,LAZ PARKING LLC 30 W MONROE,30 W Monroe St,Chicago,IL,41.880757,-87.629112,2012-12-15
ELEC,TRITON BUILDING M,2000 5th Ave,River Grove,IL,41.918958,-87.84354,2012-12-15
Liquified Petroleum Gas,Menards,1260 Christine Dr,Bradley,IL,41.161603,-87.845309,2013-01-16
Liquified Petroleum Gas,Menards,9140 S Harlem Ave,Bridgeview,IL,41.725386,-87.801696,2013-01-16
Liquified Petroleum Gas,Menards,17441 Weber Rd,Crest Hill,IL,41.56864103222674,-88.11810494177246,2018-01-02
Liquified Petroleum Gas,Menards,4701 W Cal Sag Rd,Crestwood,IL,41.649763,-87.734927,2018-01-02
Liquified Petroleum Gas,Menards,4850 Route 14,Crystal Lake,IL,42.22904322274028,-88.29259381534422,2018-01-02
Liquified Petroleum Gas,Menards,36 E W Newell Rd,Danville,IL,40.20289743168498,-87.62275546557618,2013-01-16
Liquified Petroleum Gas,Menards,14975 Lincoln Ave,Dolton,IL,41.624425,-87.581771,2018-01-02
Liquified Petroleum Gas,Menards,1100 Avenue of Mid-America,Effingham,IL,39.141026,-88.558617,2018-01-02
Liquified Petroleum Gas,Menards,2545 IL-26 S,Freeport,IL,42.262789,-89.629456,2018-01-02
Liquified Petroleum Gas,Menards,2791 Veterans Dr,Galesburg,IL,40.98183,-90.356918,2018-01-02
Liquified Petroleum Gas,Menards,6100 East Ave,Hodgkins,IL,41.778483,-87.859317,2018-01-02
Liquified Petroleum Gas,Menards,2524 W Jefferson St,Joliet,IL,41.519382,-88.145117,2018-01-02
Liquified Petroleum Gas,Menards,3215 W North Ave,Melrose Park,IL,41.90825050658221,-87.87319075924682,2018-01-02
Liquified Petroleum Gas,Menards,3535 Court St,Pekin,IL,40.543632,-89.594602,2019-08-22
Liquified Petroleum Gas,Menards,2627 W Townline Rd,Peoria,IL,40.799221,-89.63482,2018-01-02
Liquified Petroleum Gas,Menards,13441 S Route 59,Plainfield,IL,41.638841,-88.200327,2019-08-22
Liquified Petroleum Gas,Menards,936 N 54th St,Quincy,IL,39.941219,-91.328005,2013-01-16
Liquified Petroleum Gas,Menards,2001 S Perryville Rd,Rockford,IL,42.244838,-88.981764,2013-01-16
Liquified Petroleum Gas,Menards,4220 E 30th St,Sterling,IL,41.819738,-89.648079,2018-01-02
Liquified Petroleum Gas,Menards,1975 Freedom Pkwy,Washington,IL,40.709134,-89.459989,2013-01-16
Liquified Petroleum Gas,Buttrey Rental Service,216 W Ogden Ave,Westmont,IL,41.810585,-87.982365,2013-01-16
Liquified Petroleum Gas,Menards,1800 Marketview Dr,Yorkville,IL,41.66473,-88.438626,2013-01-16
ELEC,SW IL COLLEGE STATION #3,2500 Carlyle Avenue,Belleville,IL,38.51895,-89.923964,2013-01-31
Ethanol Fuel,Thorntons #312,55 Skokie Valley Rd,Highland Park,IL,42.153822,-87.801805,2011-11-15
Ethanol Fuel,Meijer Gas #269,3635 N Vermilion St,Danville,IL,40.187566,-87.629094,2013-10-10
Ethanol Fuel,Meijer Gas #265,9202 S Western Ave,Evergreen Park,IL,41.725247,-87.682287,2013-06-27
ELEC,City of Bloomington - Lincoln Parking Deck,105 E Front,Bloomington,IL,40.478605,-88.993139,2012-11-01
Ethanol Fuel,Shell - Marketplace,2301 Reed Station Pkwy,Carbondale,IL,37.74387,-89.161725,2011-01-15
Ethanol Fuel,Thorntons #115,800 Northwest Hwy,Cary,IL,42.218188,-88.258297,2017-02-15
Ethanol Fuel,Thorntons #311,27905 W Highway 176,Island Lake,IL,42.26384545793609,-88.17826939154054,2012-12-08
Ethanol Fuel,Thorntons #116,1602 Essington Rd,Joliet,IL,41.551478,-88.160582,2011-01-15
Ethanol Fuel,Thorntons #124,15918 S Weber,Lockport,IL,41.59484904728891,-88.12314755158997,2011-01-15
Ethanol Fuel,Thorntons #113,9138 S Cicero Ave,Oak lawn,IL,41.725992,-87.741336,2010-01-15
Ethanol Fuel,Road Ranger #263,3041 N Illinois 71,Ottawa,IL,41.378861,-88.776278,2010-01-15
Ethanol Fuel,Bucky's Express,1490 N Quentin Rd,Palatine,IL,42.136836,-88.063359,2012-04-15
Ethanol Fuel,Beck's #13,1838 N Main St,Princeton,IL,41.392997,-89.46731,2011-12-15
Ethanol Fuel,Road Ranger #181,500 Toronto Rd,Springfield,IL,39.713172,-89.648904,2011-12-15
Ethanol Fuel,Thorntons #308,34225 N US 45,Third Lake,IL,42.360194,-88.000508,2012-04-15
Ethanol Fuel,Thorntons #121,2401 63rd St,Woodridge,IL,41.771568,-88.042011,2011-01-15
ELEC,Roberts Motors,4350 N Alby St,Alton,IL,38.924175,-90.179128,2013-03-01
ELEC,Vogler Motor Co,1170 E Main St,Carbondale,IL,37.730396,-89.19403,2013-04-01
Compressed Natural Gas,Ozinga Energy - Des Plaines,200 Jarvis Ave,Des Plaines,IL,42.012901,-87.924312,2014-09-15
Ethanol Fuel,Speedway #4250,885 E Touhy Ave,Des Plaines,IL,42.008802,-87.90096,2016-01-15
Ethanol Fuel,Speedway #6917,417 S Lincolnway,North Aurora,IL,41.789426,-88.320989,2013-06-15
Liquified Petroleum Gas,Menards,290 N Bolingbrook Dr,Bolingbrook,IL,41.704658,-88.066566,2013-07-16
Liquified Petroleum Gas,Menards,2333 S Cicero Ave,Cicero,IL,41.847591,-87.74175,2013-07-16
Liquified Petroleum Gas,Hicksgas,17742 Somonauk Rd,DeKalb,IL,41.889193,-88.688219,2013-07-16
Liquified Petroleum Gas,Menards,7435 Barrington Rd,Hanover Park,IL,42.006469,-88.141708,2013-07-16
Liquified Petroleum Gas,Menards,900 Greenbriar Dr,Normal,IL,40.525581,-88.94791,2018-01-02
Compressed Natural Gas,Ozinga Energy - Lumber St,2222 S Lumber St,Chicago,IL,41.852403,-87.642494,2012-09-01
Compressed Natural Gas,Ozinga Energy - Mokena,18825 Old LaGrange Rd,Mokena,IL,41.54798058707298,-87.85004591268921,2013-04-15
Liquified Petroleum Gas,Menards,6400 44th Ave,Moline,IL,41.469449,-90.453071,2019-08-22
Liquified Petroleum Gas,Menards,2701 Marketplace Dr,Springfield,IL,39.838948,-89.607985,2018-01-02
Liquified Petroleum Gas,Menards,2100 Lake Ave,Woodstock,IL,42.29188309267793,-88.42559331219479,2018-01-02
ELEC,Uptown Station Parking Deck,11 Uptown Cir,Normal,IL,40.508628,-88.984814,2013-06-01
ELEC,FVRC UNIT 1 CAROL STREAM PK,910 N Gary Ave,Carol Stream,IL,41.928005,-88.121847,2013-09-15
Ethanol Fuel,Speedway #7459,2850 Skokie Hwy,North Chicago,IL,42.307515,-87.877233,2013-10-01
ELEC,ABT ELECTRONICS ABT #1,1200 Milwaukee Ave,Glenview,IL,42.078903,-87.863167,2013-10-15
ELEC,Lewis & Clark Community College,5800 Godfrey Rd,Godfrey,IL,38.950131,-90.195222,2012-07-01
ELEC,CITYHPIL PORT CLINTON SQ,600 Central Ave,Highland Park,IL,42.184825,-87.799718,2013-11-15
ELEC,Peoria Civic Center,201 SW Jefferson St,Peoria,IL,40.690988,-89.594112,2013-11-01
ELEC,VILLAGE STATION SEARLE PARKWAY,8156 Skokie Blvd,Skokie,IL,42.029866,-87.747938,2013-11-15
Ethanol Fuel,The Grove Mart,2320 N Randall,Elgin,IL,42.09146583362289,-88.33516318941042,2013-12-15
ELEC,City of Evanston Municipal Lot #3 - Enterprise,1702 Chicago Ave,Evanston,IL,42.04806,-87.67926,2013-12-15
ELEC,City of Evanston Municipal Lot #32 - Enterprise,825 Hinman Ave,Evanston,IL,42.032575,-87.677496,2013-12-15
ELEC,Golf Mill Ford,9401 N Milwaukee Ave,Niles,IL,42.051495,-87.833913,2013-01-01
Liquified Petroleum Gas,Midwestern Propane,418 S Belt E,Belleville,IL,38.50206629859169,-89.97906010416034,2014-01-15
ELEC,LF CITY HALL LF CITY HALL,220 E Deerpath Rd,Lake Forest,IL,42.251152,-87.841849,2013-12-01
ELEC,CORP CENTER 1&2 CCNI,1101 Skokie Blvd.,Northbrook,IL,42.131747,-87.785959,2014-01-20
ELEC,CORP CENTER 1&2 CCNII,1033 Skokie Blvd,Northbrook,IL,42.133571,-87.787175,2014-01-20
ELEC,OAK PARK 1 NORTH BLVD 02,1100 North Blvd,Oak Park,IL,41.887205,-87.802354,2013-12-15
ELEC,JT JR COLLEGE STATION 01,Joliet Jr College,Joliet,IL,41.504261,-88.177527,2013-07-15
ELEC,INTERPARK 217WASHINGTON 2,217 W Washington St,Chicago,IL,41.88298,-87.634026,2010-10-15
ELEC,INTERPARK 203 N LASALLE 2,203 N LaSalle Blvd,Chicago,IL,41.885906,-87.631798,2010-10-15
ELEC,900 SELF PARK PLUG AND SHOP 2,911 N. Rush St.,Chicago,IL,41.89976,-87.626372,2014-01-20
ELEC,DELNOR HOSPITAL SOUTH LOT,300 Randall Rd,Geneva,IL,41.885657,-88.343114,2014-01-20
ELEC,ASF-KEYSTONE AMSTED RAIL,1000-1080 Niedringhaus Ave,Granite City,IL,38.701351,-90.160186,2014-01-20
ELEC,D3_BMW SCHAUM DC FAST 01,498 Commerce Dr,Schaumburg,IL,42.061267,-88.067085,2014-01-20
ELEC,EVSP WALGREENS STORE 15364,635 Chicago Ave,Evanston,IL,42.03007,-87.678149,2014-01-20
ELEC,3RD FLOOR GREENWAY-3,60 W Kinzie St,Chicago,IL,41.889356,-87.630403,2014-01-20
ELEC,PERILLO BMW STATION 01,1035 N Clark St,Chicago,IL,41.901213,-87.631134,2013-05-15
ELEC,"EVANSTON, IL MAPLE AV GARAGE",1810 Maple Ave,Evanston,IL,42.050171,-87.685127,2014-02-04
Compressed Natural Gas,Clean Energy - Pontoon Beach Flying J #645,1310 E Chain of Rocks Rd,Pontoon Beach,IL,38.76094,-90.066043,2014-01-29
Liquified Natural Gas,Clean Energy - Pontoon Beach Flying J #645,1310 E Chain of Rocks Rd,Pontoon Beach,IL,38.76094,-90.066043,2014-01-29
ELEC,BILL JACOBS BMW STATION 01,2495 Aurora Ave,Naperville,IL,41.76393,-88.19425,2014-02-20
Compressed Natural Gas,GAIN Clean Fuel - Great River CNG,301 W Ferguson,Wood River,IL,38.86083,-90.103495,2014-02-13
Ethanol Fuel,Speedway #7461,12700 S Pulaski Rd,Alsip,IL,41.661649,-87.719581,2014-02-25
Ethanol Fuel,Speedway #5343,9059 Kingery Hwy,Willowbrook,IL,41.723617,-87.94295,2014-02-25
Ethanol Fuel,Speedway #7616,115 N 8th St,West Dundee,IL,42.098268,-88.286981,2014-02-25
ELEC,HUBBARD CHARGE STATION #1,360 W Hubbard St,Chicago,IL,41.89029,-87.638468,2014-02-26
ELEC,PARKING A MAIN GARAGE,5841 S Maryland Ave,Chicago,IL,41.78872,-87.60502,2014-02-27
ELEC,PARKING A DREXEL GARAGE,6054-6098 S Drexel Ave,Chicago,IL,41.784474,-87.604518,2014-02-27
Ethanol Fuel,Circle K,220 S Murray Rd,Rantoul,IL,40.309614,-88.174737,2014-02-15
ELEC,Kankakee Community College - North Extension Center,450 N Kinzie Ave,Bradley,IL,41.150316,-87.850309,2014-06-20
Liquified Petroleum Gas,Benton KOA,1500 N Du Quoin St,Benton,IL,38.013344,-88.928237,2014-03-26
Compressed Natural Gas,Clean Energy - Peoria Disposal,1113 N Swords Ave,West Peoria,IL,40.70153,-89.642572,2012-03-01
ELEC,Western Avenue Nissan,7410 S Western Ave,Chicago,IL,41.758552,-87.683346,2014-02-01
ELEC,RMK MANAGEMENT1 CENTRAL STATION,1720 Central St,Evanston,IL,42.063965,-87.696441,2014-04-08
Compressed Natural Gas,Forest Preserve District of DuPage County,29 W 220 Mack Rd,West Chicago,IL,41.8421803,-88.18570235767208,2009-02-15
Ethanol Fuel,Forest Preserve District of DuPage County,29 W 220 Mack Rd,West Chicago,IL,41.8421803,-88.18570235767208,2012-02-15
Biodiesel,Forest Preserve District of DuPage County,29 W 220 Mack Rd,West Chicago,IL,41.8421803,-88.18570235767208,2012-02-15
Ethanol Fuel,Meijer Gas #219,14125 S Bell Rd,Homer Glen,IL,41.631555,-87.931068,2014-06-26
Ethanol Fuel,Meijer Gas #273,21450 Wolf Rd,Mokena,IL,41.500593,-87.888873,2014-09-22
ELEC,CAROL STREAM SHELL,106 E North Ave,Carol Stream,IL,41.903557,-88.120165,2014-04-10
ELEC,PARKING GARAGE 111SW STATION 2,111 S Wacker Dr,Chicago,IL,41.880164,-87.636483,2014-04-12
Compressed Natural Gas,GAIN Clean Fuel - Joliet,1747 Irish Indian Trail,Joliet,IL,41.490715,-88.141163,2016-01-22
Compressed Natural Gas,GAIN Clean Fuel - Bolingbrook,550 Stevenson Dr,Bolingbrook,IL,41.682105,-88.063841,2016-12-01
ELEC,FVIA FVIA,1996 S Kirk Rd,Geneva,IL,41.872216,-88.279761,2014-04-22
ELEC,HOOTERS COUNTRYSIDE,5925 South La Grange Road,Countryside,IL,41.781666,-87.867545,2014-04-24
ELEC,Illinois State University - Bone Center,100 N University St,Normal,IL,40.511327,-88.992281,2021-02-28
ELEC,Illinois State University - Science Lab,342 W North St,Normal,IL,40.509949,-88.987348,2013-12-01
ELEC,Illinois State University - The Alamo,319 W North St,Normal,IL,40.509305,-88.988675,2013-12-01
ELEC,Illinois State University - Nelson Building,718 W College Ave,Normal,IL,40.509949,-89.000307,2013-12-01
ELEC,City of Bloomington - Pepsi Ice Center,201 S Roosevelt Ave,Bloomington,IL,40.477258,-88.996413,2013-12-01
ELEC,McLean County,201 E Washington St,Bloomington,IL,40.479431,-88.992463,2013-12-01
ELEC,McLean County - Chamber of Commerce,2203 E Empire St,Bloomington,IL,40.487971,-88.945226,2013-12-01
ELEC,Illinois Wesleyan University,1211 N Park St,Bloomington,IL,40.489833,-88.989421,2013-12-01
ELEC,Central Illinois Regional Airport,3201 Cira Dr,Bloomington,IL,40.484088,-88.914584,2013-12-01
ELEC,Commerce Bank,1500 E College,Normal,IL,40.510935,-88.960112,2013-12-01
ELEC,Holiday Inn Express,1715 Parkway Plaza,Normal,IL,40.513574,-88.949758,2013-12-01
ELEC,Advocate BroMenn,1304 Franklin,Normal,IL,40.496332,-88.99096,2013-12-01
ELEC,Advocate BroMenn,1304 Franklin,Normal,IL,40.496332,-88.99096,2013-12-01
ELEC,Westminster Village,2025 E Lincoln,Bloomington,IL,40.466548,-88.960584,2013-12-01
ELEC,International Brotherhood of Electrical Workers - IBEW,2407 Beich Rd,Bloomington,IL,40.447926,-89.024632,2013-12-01
ELEC,Marriott Hotel and Conference Center,201 Broadway Ave,Normal,IL,40.508519,-88.985983,2013-12-01
ELEC,Twin City Wood Recycling,1606 W Oakland Ave,Bloomington,IL,40.473049,-89.016574,2013-12-01
ELEC,BMW NORTHFIELD STATION 01,700 Frontage Rd,Northfield,IL,42.111071,-87.775361,2014-05-03
ELEC,Illini Nissan,615 W Marketview Dr,Champaign,IL,40.136567,-88.2538,2014-05-01
ELEC,Illini Nissan,615 W Marketview Dr,Champaign,IL,40.136567,-88.2538,2014-05-01
ELEC,INGALLS HOSP PARKING GARAGE,15632 Page Ave,Harvey,IL,41.605277,-87.659708,2014-05-14
ELEC,PATRICK BMW STATION 01,690 E Golf Rd,Schaumburg,IL,42.051005,-88.062139,2014-05-15
ELEC,DUPAGE CO ADMIN 1,421 N County Farm Rd,Wheaton,IL,41.867008,-88.141331,2014-05-30
Ethanol Fuel,Crete Go Lo,23802 Volbrecht Rd,Crete,IL,41.458066,-87.576111,2013-07-01
Compressed Natural Gas,Ozinga Energy - Lumber St,2222 S Lumber St,Chicago,IL,41.852403,-87.642494,2012-09-01
Ethanol Fuel,Speedway #7382,21 W 400 North Ave,Lombard,IL,41.90464255045025,-88.0417039748657,2014-07-01
Ethanol Fuel,Speedway #1431,939 S Cedar Rd,New Lenox,IL,41.498091,-87.966025,2014-07-01
Biodiesel,Naval Station Great Lakes,2415 Spaulding St,Great Lakes,IL,42.317212,-87.851241,2008-07-01
Compressed Natural Gas,Naval Station Great Lakes,2415 Spaulding St,Great Lakes,IL,42.317212,-87.851241,2005-04-15
Ethanol Fuel,Scott Air Force Base,4429 Samuel Adams Cir,Scott AFB,IL,38.529476,-89.868113,2006-08-15
ELEC,DISTRICT 214 FVEC 3,2121 S Goebbert Rd,Arlington Heights,IL,42.047317,-87.973312,2014-08-07
ELEC,DISTRICT 214 BGHS 1,1100 W Dundee Rd,Buffalo Grove,IL,42.141096,-87.982695,2014-08-16
Ethanol Fuel,Thorntons #315,2609 N Farnsworth,Aurora,IL,41.807186,-88.281242,2014-08-08
Ethanol Fuel,Burlington Oasis,125 Plank Rd,Burlington,IL,42.053561,-88.549449,2014-08-01
ELEC,ADVOCATE SHERMAN HOSP,1425 N Randall Rd,Elgin,IL,42.071215,-88.331027,2014-09-04
Ethanol Fuel,Speedway #7422,7859 S Harlem Ave,Burbank,IL,41.748985,-87.798735,2014-09-01
Ethanol Fuel,Speedway #5393,15 Randall Rd,North Aurora,IL,41.807312,-88.349431,2014-09-24
Ethanol Fuel,BP,1745 E Main St,St. Charles,IL,41.918269,-88.290068,2014-09-01
Ethanol Fuel,Thorntons #369,2903 Woodlawn Rd,Lincoln,IL,40.157224,-89.412854,2014-09-01
Liquified Petroleum Gas,Bunge's Tire and Auto,826 S McLean Blvd,Elgin,IL,42.01336,-88.314655,2014-09-30
ELEC,Roesch Ford,333 W Grand Ave,Bensenville,IL,41.931594,-87.951098,2014-08-01
ELEC,Sam Leman Ford,1508 Morrissey Dr,Bloomington,IL,40.460395,-88.971104,2014-08-01
ELEC,ADVOCATE LUTHERAN GEN.#1,1701-1799 Vernon Ave,Park Ridge,IL,42.03821,-87.85074,2014-10-10
ELEC,ADVOCATE GOODSAMARITAN 1,Wellness Way,Downers Grove,IL,41.818777,-88.006497,2014-10-10
ELEC,CITY OF ELGIN CENTRE LVL 1,101-117 Symphony Way,Elgin,IL,42.040224,-88.28506,2014-10-17
Compressed Natural Gas,Waste Management - IL Metro,5050 W Pershing Rd,Cicero,IL,41.822729,-87.749999,2018-10-25
Compressed Natural Gas,Waste Management - IL Southwest,2100 Moen Ave,Rockdale,IL,41.503959,-88.132413,2014-12-19
Compressed Natural Gas,Waste Management - IL North,350 Sumac Rd,Wheeling,IL,42.119053,-87.89901,2014-10-24
Ethanol Fuel,BP - The Pride,3100 S Cicero Ave,Cicero,IL,41.836338,-87.744227,2014-10-01
ELEC,National Great Rivers Research and Education Center,1 Confluence Way,East Alton,IL,38.866724,-90.140662,2013-04-01
Ethanol Fuel,Fast Stop Express,395 W 1st St,Gibson City,IL,40.456863,-88.380398,2014-11-10
ELEC,JNS IDOT LISLE 2,2700 Ogden Ave,Downers Grove,IL,41.806029,-88.050208,2014-11-20
ELEC,JNS US EQUITY,939 W North Ave,Chicago,IL,41.910508,-87.651876,2014-11-21
ELEC,JNS 875 N MICHIGAN2,875 N Michigan Ave,Chicago,IL,41.898696,-87.623744,2014-11-21
ELEC,JNS 7474 N ROGERS 2,7462-7478 N Rogers Ave,Chicago,IL,42.017621,-87.672483,2014-11-22
ELEC,1000 LAKE SHORE 1000 LSD,130-138 E Oak St,Chicago,IL,41.90085,-87.62452,2014-12-01
ELEC,JNS WAL PULASKI 1,1627 N Pulaski Rd,Chicago,IL,41.910803,-87.726151,2014-12-03
ELEC,JNS WAL LINCOLN 1,5158 N Lincoln Ave,Chicago,IL,41.9757,-87.692813,2014-12-03
ELEC,ILLINI CHARGING BLDG 0094 ALUM,601 S Lincoln Ave,Urbana,IL,40.107668,-88.219884,2014-12-05
Ethanol Fuel,BP - Pride of Lake County,20915 Rand Rd,Kildeer,IL,42.166369,-88.062782,2014-12-15
ELEC,"CFP II, LLC 206",240 E Illinois St,Chicago,IL,41.891113,-87.620957,2015-01-07
ELEC,ComEd,1423 Swift Rd,Lombard,IL,41.9550975,-88.04169069999999,2012-12-31
ELEC,ComEd,123 Energy Ave,Rockford,IL,42.234866,-89.096871,2012-12-31
ELEC,ComEd,201 N Arthur St,Mt. Prospect,IL,41.998597,-87.824353,2012-12-31
ELEC,ComEd,2001 Aucutt Rd,Montgomery,IL,41.729062,-88.367282,2012-12-31
ELEC,ComEd,919 W First St,Dixon,IL,41.841158,-89.492612,2012-12-31
Ethanol Fuel,Marathon,817 S Dirksen Pkwy,Springfield,IL,39.792165,-89.606473,2015-01-15
Compressed Natural Gas,GAIN Clean Fuel - Great River CNG,301 W Ferguson,Wood River,IL,38.86083,-90.103495,2014-02-13
Ethanol Fuel,Speedway #5373,447 N Bolingbrook Dr,Bolingbrook,IL,41.710018,-88.06915,2015-02-10
Ethanol Fuel,Speedway #7427,7201 W 183rd St,Tinley Park,IL,41.557818,-87.793583,2015-02-10
Ethanol Fuel,Speedway #7568,499 W Boughton,Bolingbrook,IL,41.707275,-88.087365,2015-02-10
Ethanol Fuel,Circle K,1010 N Main St,Monmouth,IL,40.923306,-90.648311,2019-12-15
Liquified Petroleum Gas,Flying J,1701 W Evergreen Ave,Effingham,IL,39.132655,-88.566205,2015-02-15
Liquified Petroleum Gas,Flying J,140 Racehorse Dr,Alorton,IL,38.575123,-90.097911,2015-02-15
Liquified Petroleum Gas,Pilot Travel Center #171,503 N Oakwood St,Oakwood,IL,40.123668,-87.778972,2015-02-15
